time,force_1,force_2,acc_1,acc_2,acc_3,acc_4
0.275,-0.6388778,-0.6388778,0.003162123,0.004355601,0.004340776,0.003181666
0.28,-0.2751423,-0.2751423,0.002497134,0.004078139,0.004073283,0.002490157
0.285,1.494941,1.494941,0.001845562,0.00380549,0.003831039,0.001837189
0.29,-0.8658311,-0.8658311,0.001214823,0.003430168,0.003463607,0.001208782
0.295,0.9682784,0.9682784,0.0006295727,0.003047432,0.003064604,0.0006652713
0.3,-1.68287,-1.68287,0.0001723626,0.002564893,0.002541171,0.0001644762
0.305,-0.334885,-0.334885,-0.0002947793,0.002000918,0.001986763,-0.0002852461
0.31,0.1627531,0.1627531,-0.0006679437,0.00133429,0.001367928,-0.0006583802
0.315,0.5862223,0.5862223,-0.0009470674,0.0006277365,0.0006275443,-0.0009107816
0.32,0.7112266,0.7112266,-0.001080084,-0.000121072,-0.0001253212,-0.00104948
0.325,0.7933472,0.7933472,-0.001099523,-0.0009031323,-0.0009252809,-0.001094851
0.33,-0.3487251,-0.3487251,-0.001025587,-0.001728726,-0.001770046,-0.001039201
0.335,-0.4623518,-0.4623518,-0.0009885505,-0.002523769,-0.002515533,-0.001000532
0.34,0.8579759,0.8579759,-0.0009926795,-0.003232579,-0.003255959,-0.0009789414
0.345,-0.1913043,-0.1913043,-0.001026679,-0.003907656,-0.00391262,-0.001018869
0.35,-1.275686,-1.275686,-0.001137822,-0.004474019,-0.004489137,-0.001154107
0.355,-1.133287,-1.133287,-0.001443127,-0.004924379,-0.004959499,-0.001422738
0.36,-0.9194523,-0.9194523,-0.001889346,-0.005291182,-0.005303254,-0.001873611
0.365,0.4971607,0.4971607,-0.002440238,-0.00555533,-0.005548486,-0.002452614
0.37,0.1424257,0.1424257,-0.003030117,-0.005705297,-0.00569248,-0.003032914
0.375,0.6904854,0.6904854,-0.003590972,-0.005778322,-0.005806462,-0.003604047
0.38,-0.4272526,-0.4272526,-0.004088499,-0.005810193,-0.005840199,-0.00407377
0.385,0.1585397,0.1585397,-0.004510988,-0.005876626,-0.005852729,-0.004531262
0.39,0.6255904,0.6255904,-0.004837351,-0.005828373,-0.005865033,-0.004865761
0.395,-0.3093465,-0.3093465,-0.005031583,-0.005860014,-0.005837489,-0.005008023
0.4,0.4567752,0.4567752,-0.00508694,-0.00585597,-0.005862627,-0.005063595
0.405,-0.6619259,-0.6619259,-0.004965371,-0.005835565,-0.005873619,-0.004981681
0.41,-0.3630538,-0.3630538,-0.004760618,-0.005879288,-0.005853796,-0.004742626
0.415,-0.3817379,-0.3817379,-0.004447238,-0.005876678,-0.005869754,-0.004478613
0.42,-1.19584,-1.19584,-0.00409358,-0.005862045,-0.005891482,-0.004113252
0.425,0.4869725,0.4869725,-0.003754824,-0.005796117,-0.005841504,-0.003738314
0.43,-0.4694023,-0.4694023,-0.003340536,-0.005690689,-0.005669117,-0.003327468
0.435,0.01249412,0.01249412,-0.002941708,-0.00554771,-0.00553475,-0.00293384
0.44,0.4807467,0.4807467,-0.002526966,-0.005282533,-0.00530987,-0.002543591
0.445,0.4465312,0.4465312,-0.002134261,-0.005013181,-0.005037943,-0.002113658
0.45,0.6653851,0.6653851,-0.001745774,-0.004603847,-0.004614697,-0.001737986
0.455,-0.09848548,-0.09848548,-0.001391793,-0.004139885,-0.004158083,-0.001400819
0.46,-0.4232983,-0.4232983,-0.001100868,-0.003566412,-0.003592657,-0.001108528
0.465,-0.07971821,-0.07971821,-0.0009178333,-0.002974719,-0.002973448,-0.0009089272
0.47,-1.687334,-1.687334,-0.0007700389,-0.002265648,-0.002280158,-0.0007665374
0.475,-1.447112,-1.447112,-0.0007388919,-0.001507429,-0.00154492,-0.0007498047
0.48,-1.3227,-1.3227,-0.0008373773,-0.0008286347,-0.0007980967,-0.0008230185
0.485,-0.9972468,-0.9972468,-0.0009793856,-8.746214e-05,-7.340393e-05,-0.0009803357
0.49,0.3997742,0.3997742,-0.00106347,0.0006535739,0.0006202931,-0.001068302
0.495,-0.9054791,-0.9054791,-0.00107678,0.001239153,0.001211377,-0.001053149
0.5,-0.3781626,-0.3781626,-0.0009710266,0.001778333,0.001775008,-0.0009873016
0.505,1.299228,1.299228,-0.0007672198,0.002204638,0.002213713,-0.0007786268
0.51,-0.356264,-0.356264,-0.0003550883,0.002566523,0.002537347,-0.0003400186
0.515,0.7375156,0.7375156,0.000201371,0.002741258,0.002793425,0.0001732172
0.52,-0.9336177,-0.9336177,0.0008239828,0.002935261,0.002909993,0.0008233641
0.525,-0.2054376,-0.2054376,0.001516069,0.002973474,0.002976052,0.001478777
0.53,-0.9500221,-0.9500221,0.002131746,0.003017613,0.003043978,0.002144116
0.535,-0.3390331,-0.3390331,0.002687371,0.003056832,0.003065462,0.002670797
0.54,0.8403081,0.8403081,0.003139347,0.003109974,0.003083094,0.00311783
0.545,-1.72732,-1.72732,0.003498822,0.003159505,0.003166402,0.00350471
0.55,0.4344236,0.4344236,0.003655089,0.00325157,0.003289431,0.003651006
0.555,0.2377356,0.2377356,0.003688304,0.003378317,0.00338772,0.003698725
0.56,-0.59415,-0.59415,0.003590434,0.003540282,0.003573836,0.003607108
0.565,-1.446058,-1.446058,0.003372891,0.003723918,0.003751695,0.003351167
0.57,0.07212951,0.07212951,0.002930223,0.003932765,0.003968649,0.002926304
0.575,-0.5294927,-0.5294927,0.002467829,0.004089416,0.004107758,0.002463365
0.58,0.2326762,0.2326762,0.001954678,0.004183719,0.004229863,0.001926523
0.585,0.02185215,0.02185215,0.001471481,0.004289375,0.004291507,0.00147978
0.59,1.601779,1.601779,0.001075076,0.004276783,0.004268857,0.001073412
0.595,-0.2393556,-0.2393556,0.0008575238,0.00413316,0.004133478,0.0008537206
0.6,-1.023497,-1.023497,0.0007370279,0.003886242,0.003898905,0.0007342185
0.605,0.1792756,0.1792756,0.0006566236,0.003589052,0.003584272,0.0006695345
0.61,0.2199967,0.2199967,0.000658388,0.003131179,0.003143632,0.0006789422
0.615,1.359188,1.359188,0.0007711184,0.002651316,0.0026253,0.0007859574
0.62,0.8351112,0.8351112,0.001041878,0.002105834,0.002084148,0.001031005
0.625,0.3568711,0.3568711,0.001282693,0.001549189,0.001558744,0.001324643
0.63,1.463303,1.463303,0.001596684,0.0009716553,0.000956562,0.001605566
0.635,-1.188763,-1.188763,0.001853143,0.0004332364,0.000442155,0.001857753
0.64,-0.6397515,-0.6397515,0.001946457,-2.443165e-05,-5.183913e-05,0.001946918
0.645,-0.9265759,-0.9265759,0.001824811,-0.0004475481,-0.0004130909,0.001841715
0.65,-0.3898098,-0.3898098,0.001535362,-0.0007008041,-0.0007206249,0.001540637
0.655,-1.376686,-1.376686,0.001051378,-0.0009932032,-0.0009081049,0.001047242
0.66,0.6351509,0.6351509,0.0004260045,-0.001060165,-0.001062036,0.0003966001
0.665,-0.2222227,-0.2222227,-0.0003038423,-0.001191125,-0.001164584,-0.0003039647
0.67,-1.470806,-1.470806,-0.001021399,-0.001238775,-0.001255083,-0.001052633
0.675,-1.015579,-1.015579,-0.001832677,-0.001291818,-0.001335986,-0.001823018
0.68,0.3135138,0.3135138,-0.002552576,-0.001409079,-0.001420881,-0.002552965
0.685,0.8381266,0.8381266,-0.003157512,-0.001571296,-0.001577244,-0.003138083
0.69,1.996731,1.996731,-0.003523904,-0.001795706,-0.00181717,-0.003526244
0.695,2.913862,2.913862,-0.003578198,-0.002146504,-0.002109727,-0.00358285
0.7,0.4144094,0.4144094,-0.003282959,-0.002523445,-0.002499756,-0.003308462
0.705,-0.9895381,-0.9895381,-0.002847481,-0.002919264,-0.002923872,-0.002877626
0.71,-2.132046,-2.132046,-0.002386952,-0.003360795,-0.003331817,-0.002360689
0.715,0.2677115,0.2677115,-0.00198561,-0.003774344,-0.003767317,-0.001987614
0.72,-0.8129411,-0.8129411,-0.001590369,-0.004108157,-0.004151807,-0.001618346
0.725,-0.4153573,-0.4153573,-0.00130495,-0.004391504,-0.004393651,-0.001306664
0.73,-0.6120968,-0.6120968,-0.001152872,-0.00461029,-0.004591267,-0.00113574
0.735,-0.1407909,-0.1407909,-0.001090319,-0.004661426,-0.004673459,-0.001072116
0.74,1.06598,1.06598,-0.001177873,-0.004656613,-0.004646374,-0.001160239
0.745,0.1570486,0.1570486,-0.001275169,-0.004510639,-0.004462678,-0.001262257
0.75,-0.1586348,-0.1586348,-0.00147092,-0.004255281,-0.004211805,-0.001453789
0.755,-1.035654,-1.035654,-0.001718307,-0.003916601,-0.003927027,-0.001721855
0.76,-1.674683,-1.674683,-0.002064065,-0.003543188,-0.003527187,-0.002029623
0.765,-0.4863079,-0.4863079,-0.002458863,-0.003109429,-0.003109634,-0.0024576
0.77,-0.05378255,-0.05378255,-0.002864003,-0.002700989,-0.002730076,-0.002862016
0.775,1.76793,1.76793,-0.003129073,-0.002293617,-0.002313104,-0.003130665
0.78,0.1302745,0.1302745,-0.003159177,-0.001965306,-0.002003796,-0.00318775
0.785,0.9827395,0.9827395,-0.003055393,-0.001716774,-0.001699602,-0.003053243
0.79,-0.4992956,-0.4992956,-0.002704644,-0.001474062,-0.001451132,-0.002715956
0.795,-1.184944,-1.184944,-0.002283352,-0.001351608,-0.001361491,-0.002251704
0.8,-0.9651168,-0.9651168,-0.001774033,-0.001222879,-0.001198226,-0.001774177
0.805,-0.7252261,-0.7252261,-0.001296901,-0.00115938,-0.001121197,-0.001287801
0.81,2.12847,2.12847,-0.0007669903,-0.001061192,-0.001083571,-0.0007641593
0.815,-0.8213867,-0.8213867,-0.0001435212,-0.0009953183,-0.0009989543,-0.0001671379
0.82,0.8384892,0.8384892,0.000426538,-0.0009136765,-0.0009067892,0.0004203888
0.825,-0.9029272,-0.9029272,0.0009232169,-0.0007543322,-0.0007553617,0.0009446255
0.83,0.931573,0.931573,0.001316337,-0.0004755751,-0.0005271784,0.001330828
0.835,0.384951,0.384951,0.001639408,-0.0002640065,-0.0002558232,0.001634904
0.84,-0.1566379,-0.1566379,0.001830694,0.0001051767,0.0001252563,0.001827418
0.845,-0.04076253,-0.04076253,0.001885869,0.0005331707,0.0005451631,0.001911864
0.85,-0.6547877,-0.6547877,0.001843425,0.001006649,0.00100819,0.001855782
0.855,0.4460722,0.4460722,0.001666444,0.001525234,0.001554914,0.001668789
0.86,-0.4549835,-0.4549835,0.001451077,0.002068459,0.002082671,0.00145012
0.865,-1.225606,-1.225606,0.001191438,0.002589445,0.002600326,0.001185256
0.87,-1.277938,-1.277938,0.0008753736,0.003021773,0.003040513,0.0008737257
0.875,0.1725879,0.1725879,0.0005383255,0.003435355,0.003461113,0.0005529683
0.88,1.579091,1.579091,0.0003324488,0.003728483,0.003778482,0.0003184763
0.885,0.1599916,0.1599916,0.0003440797,0.00390692,0.00392712,0.0003283701
0.89,-0.1186383,-0.1186383,0.0004743256,0.004009394,0.003994632,0.000466117
0.895,0.2858261,0.2858261,0.000739179,0.00393206,0.003956358,0.0007374976
0.9,1.306002,1.306002,0.001111165,0.003773868,0.003760474,0.001141862
0.905,0.2193825,0.2193825,0.001642979,0.00358501,0.003547203,0.001632137
0.91,-0.4109272,-0.4109272,0.002192663,0.003314544,0.003284216,0.002170812
0.915,1.106289,1.106289,0.002665257,0.003001769,0.002992029,0.002672491
0.92,0.4287564,0.4287564,0.003141555,0.002697115,0.002714839,0.003156613
0.925,1.535756,1.535756,0.003516563,0.002461908,0.00247108,0.003540604
0.93,0.1832344,0.1832344,0.003832683,0.002270446,0.002258362,0.003824063
0.935,-1.224469,-1.224469,0.003914987,0.002173306,0.002193531,0.003913002
0.94,-1.368159,-1.368159,0.003774246,0.002162859,0.002156417,0.00376712
0.945,1.650928,1.650928,0.003370565,0.002203642,0.002205074,0.003380902
0.95,1.723666,1.723666,0.00288157,0.002315045,0.002323361,0.002880533
0.955,-0.1795192,-0.1795192,0.002376087,0.002451953,0.002450232,0.002357553
0.96,-0.3831873,-0.3831873,0.001813481,0.00262629,0.002611086,0.001800273
0.965,1.461444,1.461444,0.00122016,0.002756619,0.002732197,0.001185023
0.97,-1.107046,-1.107046,0.000694025,0.002807861,0.002801704,0.0006897478
0.975,-0.894727,-0.894727,0.0001753503,0.002827062,0.002853067,0.0002018138
0.98,0.6433268,0.6433268,-0.0002255989,0.002779904,0.002814513,-0.0002403466
0.985,-0.3946051,-0.3946051,-0.0005180048,0.00262681,0.002600902,-0.0005269408
0.99,-0.005121867,-0.005121867,-0.0006773623,0.002347363,0.002301527,-0.0006535413
0.995,-0.1634429,-0.1634429,-0.0007167313,0.001954731,0.001951395,-0.0006919647
1.0,0.3375745,0.3375745,-0.0005964031,0.001463851,0.00145833,-0.0005970303
1.005,1.407482,1.407482,-0.0003768666,0.0009469608,0.0009296666,-0.0003582978
1.01,0.09058491,0.09058491,-2.750165e-05,0.0003258564,0.0003491389,-5.013338e-06
1.015,0.6439388,0.6439388,0.0003686208,-0.0002583274,-0.0002611132,0.0003747896
1.02,-2.050172,-2.050172,0.0007176723,-0.0008383618,-0.0008074649,0.0007545594
1.025,-0.0487184,-0.0487184,0.0008885127,-0.001321744,-0.001316529,0.000885379
1.03,-0.8432303,-0.8432303,0.0009260909,-0.00174892,-0.001767538,0.0009320047
1.035,-1.218813,-1.218813,0.0007605091,-0.002030431,-0.002065144,0.0007707678
1.04,-0.8781524,-0.8781524,0.0003838154,-0.002256318,-0.002292853,0.0003730316
1.045,-0.3341234,-0.3341234,-0.0001555224,-0.002409657,-0.002436106,-0.0001423502
1.05,0.9159025,0.9159025,-0.0007838538,-0.002462005,-0.002484125,-0.0007895463
1.055,-1.326393,-1.326393,-0.00141442,-0.002489921,-0.002468455,-0.00141074
1.06,0.03063149,0.03063149,-0.002082101,-0.002508693,-0.002465763,-0.002074684
1.065,-0.4841694,-0.4841694,-0.002728303,-0.002468715,-0.002487116,-0.002714968
1.07,-0.3276731,-0.3276731,-0.003245206,-0.002461778,-0.002493064,-0.00328626
1.075,1.002758,1.002758,-0.003666965,-0.002534432,-0.002541551,-0.003664626
1.08,0.5381154,0.5381154,-0.003896048,-0.002677508,-0.002670959,-0.003882904
1.085,1.337398,1.337398,-0.003834499,-0.002851196,-0.002869036,-0.003840788
1.09,-0.1545057,-0.1545057,-0.003562496,-0.003118755,-0.00309815,-0.003560304
1.095,-0.6959426,-0.6959426,-0.003177711,-0.003412148,-0.003386723,-0.003195232
1.1,-0.2238588,-0.2238588,-0.002740478,-0.003672052,-0.003694117,-0.002730243
1.105,0.2424968,0.2424968,-0.002257138,-0.003968043,-0.003969111,-0.002264621
1.11,0.1765734,0.1765734,-0.001760438,-0.004167176,-0.004187847,-0.001787879
1.115,-1.084388,-1.084388,-0.001301601,-0.004371437,-0.004372882,-0.001318491
1.12,0.09048978,0.09048978,-0.001005528,-0.004405471,-0.004390968,-0.0009971188
1.125,0.2282283,0.2282283,-0.00078559,-0.004334929,-0.004366127,-0.000793314
1.13,2.517474,2.517474,-0.0006366592,-0.00417121,-0.004159165,-0.0006548617
1.135,1.876845,1.876845,-0.0005111575,-0.003904338,-0.00392943,-0.0005106856
1.14,-0.8532434,-0.8532434,-0.0003656628,-0.003507786,-0.003506401,-0.0003877186
1.145,-0.2873834,-0.2873834,-0.0003608054,-0.003022648,-0.003058522,-0.0003989426
1.15,-1.463442,-1.463442,-0.0005329717,-0.002480744,-0.002466549,-0.0005198052
1.155,-0.590707,-0.590707,-0.0008034495,-0.001836339,-0.001823562,-0.0008055224
1.16,0.315605,0.315605,-0.001104432,-0.001176721,-0.001165108,-0.001087776
1.165,1.205854,1.205854,-0.001337214,-0.000532115,-0.0005260425,-0.001356748
1.17,-0.7290838,-0.7290838,-0.001447593,5.793003e-05,7.059369e-05,-0.001465588
1.175,-0.6541464,-0.6541464,-0.001462979,0.0005851129,0.0006078379,-0.001499118
1.18,-2.147289,-2.147289,-0.00143755,0.001024838,0.001062157,-0.001450521
1.185,-0.1626659,-0.1626659,-0.00133894,0.001417859,0.001395663,-0.001332942
1.19,-1.062414,-1.062414,-0.001138614,0.001671921,0.001654566,-0.001140044
1.195,-0.5294394,-0.5294394,-0.0008505978,0.001832667,0.001827321,-0.0008165255
1.2,-0.8768608,-0.8768608,-0.0004273384,0.001860041,0.001896488,-0.0004222731
1.205,-0.09426255,-0.09426255,1.268525e-05,0.001864118,0.001859217,2.282545e-05
1.21,-1.757728,-1.757728,0.000529887,0.001775342,0.001777621,0.0005353322
1.215,-1.467045,-1.467045,0.0009266753,0.001676075,0.001665357,0.00094898
1.22,2.129247,2.129247,0.001290626,0.00159633,0.001533054,0.001274204
1.225,-1.287423,-1.287423,0.001698957,0.001437535,0.001429802,0.001688667
1.23,-1.096786,-1.096786,0.001971992,0.001306486,0.001337845,0.001999238
1.235,1.836914,1.836914,0.002088898,0.00124719,0.001259171,0.002089964
1.24,2.905067,2.905067,0.002234852,0.001220024,0.001225378,0.002212912
1.245,-1.171567,-1.171567,0.002385735,0.001251206,0.001280964,0.002379612
1.25,-0.368249,-0.368249,0.00235269,0.001298773,0.001324108,0.002376841
1.255,0.3415556,0.3415556,0.002221656,0.001453658,0.001471259,0.00219286
1.26,1.728698,1.728698,0.001996908,0.001573849,0.001591008,0.001977288
1.265,-0.9868571,-0.9868571,0.001749054,0.001765622,0.001797288,0.001750432
1.27,-0.2452778,-0.2452778,0.001435335,0.002018795,0.001968455,0.001418334
1.275,0.7773376,0.7773376,0.001080006,0.002158212,0.002148677,0.001078191
1.28,0.4347661,0.4347661,0.0007727014,0.002335634,0.002297929,0.0007824472
1.285,-0.3761561,-0.3761561,0.0005340581,0.002397079,0.002411743,0.0005379269
1.29,-0.133823,-0.133823,0.0003602263,0.002413739,0.002441298,0.0003683388
1.295,-1.374896,-1.374896,0.0002084153,0.002400762,0.00238359,0.0002123605
1.3,-0.2381737,-0.2381737,7.038035e-05,0.002359741,0.002307162,8.051547e-05
1.305,-0.2663875,-0.2663875,8.246991e-07,0.00211278,0.002125988,1.159776e-05
1.31,0.2321699,0.2321699,1.089124e-05,0.001918589,0.001859252,2.807189e-05
1.315,-0.5553272,-0.5553272,0.0001016291,0.001586269,0.001588078,0.0001008225
1.32,0.4715385,0.4715385,0.0002288689,0.001227982,0.001237161,0.0002008566
1.325,1.012716,1.012716,0.0003792599,0.0008296481,0.0008526273,0.0003749034
1.33,0.1554293,0.1554293,0.0006247603,0.0004342963,0.0004781311,0.0006174877
1.335,0.3517564,0.3517564,0.0008285597,7.915238e-05,5.0773e-05,0.0008409386
1.34,0.05315535,0.05315535,0.0009954732,-0.0002540819,-0.0002947571,0.0009889057
1.345,8.439309e-05,8.439309e-05,0.001092839,-0.0005674303,-0.0005713133,0.00109167
1.35,-0.721558,-0.721558,0.001068217,-0.0007887154,-0.0008031669,0.00106392
1.355,0.3164943,0.3164943,0.0008796676,-0.0009690645,-0.0009596532,0.0009088454
1.36,-0.0972866,-0.0972866,0.0006246959,-0.001018297,-0.001040802,0.0006241381
1.365,2.093168,2.093168,0.0003034755,-0.001084076,-0.001092398,0.0002929133
1.37,1.573355,1.573355,2.832892e-05,-0.001039426,-0.001056263,4.460416e-05
1.375,0.3858466,0.3858466,-0.0001879908,-0.001039525,-0.001036261,-0.0002231316
1.38,-0.7630572,-0.7630572,-0.0004288629,-0.0009488467,-0.0009566222,-0.0004252311
1.385,-1.112411,-1.112411,-0.000685289,-0.0008420032,-0.0008787383,-0.0006863703
1.39,1.191143,1.191143,-0.001015899,-0.0007709678,-0.0008307763,-0.001003115
1.395,0.2627492,0.2627492,-0.001221501,-0.0006936538,-0.0007318245,-0.001199143
1.4,0.4801434,0.4801434,-0.001333456,-0.0006737308,-0.0006422113,-0.001314691
1.405,-1.744586,-1.744586,-0.001373329,-0.0006503698,-0.0006249881,-0.001354674
1.41,0.9274385,0.9274385,-0.001383391,-0.0006777506,-0.0006845467,-0.001392202
1.415,0.4544203,0.4544203,-0.001350062,-0.000716871,-0.0006997543,-0.001331739
1.42,-1.110431,-1.110431,-0.001156403,-0.0007984459,-0.0008361474,-0.001167139
1.425,-0.4715248,-0.4715248,-0.0009758034,-0.0009020887,-0.0009105454,-0.0009911972
1.43,0.2637172,0.2637172,-0.0008241975,-0.0009886156,-0.001007128,-0.0008417941
1.435,0.0524668,0.0524668,-0.000612468,-0.001120928,-0.001085265,-0.0006177224
1.44,-0.2921712,-0.2921712,-0.0004010756,-0.00122931,-0.001162733,-0.0003982915
1.445,-0.1034883,-0.1034883,-0.0002604786,-0.001268624,-0.001266799,-0.0002608787
1.45,-0.2519774,-0.2519774,-0.0001241218,-0.001255961,-0.001293339,-0.0001330518
1.455,0.1525625,0.1525625,-4.352856e-05,-0.001278512,-0.001269578,-8.447328e-05
1.46,1.471492,1.471492,-2.534047e-05,-0.001255891,-0.001203815,-3.136815e-05
1.465,-2.566658,-2.566658,1.46346e-05,-0.001148272,-0.001135768,1.593107e-05
1.47,-0.2368503,-0.2368503,-8.94763e-05,-0.001034122,-0.001052232,-0.0001024154
1.475,0.1765124,0.1765124,-0.0002655686,-0.0008725628,-0.0008643448,-0.0002742807
1.48,0.295994,0.295994,-0.0004570444,-0.0006949633,-0.0007206601,-0.0004641799
1.485,-0.3719146,-0.3719146,-0.0006194071,-0.00053347,-0.0005131473,-0.000612567
1.49,-1.756722,-1.756722,-0.000753447,-0.0003699752,-0.0003613503,-0.0007673484
1.495,0.3279955,0.3279955,-0.0009794832,-0.0002027379,-0.0002449725,-0.0009606048
1.5,1.72735,1.72735,-0.001082208,-0.0001072314,-9.771376e-05,-0.001094633
1.505,-1.533861,-1.533861,-0.001061933,-4.175516e-05,-3.613166e-05,-0.001071726
1.51,0.863828,0.863828,-0.0009907958,-1.431452e-05,-8.319261e-06,-0.001013038
1.515,-0.3285252,-0.3285252,-0.0008706294,-3.380044e-05,-2.377117e-05,-0.0008558242
1.52,-0.06132435,-0.06132435,-0.0006657673,-8.700271e-05,-7.485288e-05,-0.0006666585
1.525,-1.052899,-1.052899,-0.0004144616,-0.0001191393,-0.0001200331,-0.0004323634
1.53,-0.3344562,-0.3344562,-0.0002350511,-0.0001845783,-0.0001690097,-0.0002209223
1.535,1.300045,1.300045,-2.906922e-05,-0.0002751871,-0.000250271,-5.354334e-05
1.54,0.5826552,0.5826552,0.0002324669,-0.000339241,-0.0003518697,0.0002134746
1.545,1.732312,1.732312,0.0004572678,-0.0004081991,-0.0004286792,0.0004722098
1.55,1.177412,1.177412,0.0007871042,-0.000413852,-0.0004130339,0.00078913
1.555,0.4390867,0.4390867,0.001095445,-0.0003897209,-0.000365688,0.001071742
1.56,1.743935,1.743935,0.001326944,-0.0002803861,-0.0002713858,0.001322169
1.565,0.4389932,0.4389932,0.001540083,-0.0001050153,-0.0001064417,0.001549981
1.57,0.8279882,0.8279882,0.001693774,8.684127e-05,0.0001108014,0.001688603
1.575,-0.296571,-0.296571,0.001750393,0.0003806867,0.0003944138,0.001748463
1.58,0.06654582,0.06654582,0.001706797,0.0007323494,0.0007098653,0.00169841
1.585,-0.6974238,-0.6974238,0.001546801,0.001120409,0.001091272,0.00152576
