time,force,acc_1,acc_2
0.224609,-1.44863611,3.655e-05,4.38e-06
0.225586,-0.56448226,3.302e-05,-1.021e-05
0.226562,0.37369201,2.808e-05,-1.529e-05
0.227539,1.2213945,3.08e-05,-1.483e-05
0.228516,-0.7523757,3.08e-05,-2.866e-05
0.229492,-0.67059323,3.826e-05,-2.866e-05
0.230469,-2.21385716,3.953e-05,-3.615e-05
0.231445,-0.07907622,3.314e-05,-3.087e-05
0.232422,-1.08964543,3.752e-05,-4.171e-05
0.233398,-0.48075933,4.016e-05,-3.515e-05
0.234375,-0.86294517,4.085e-05,-2.974e-05
0.235352,-0.07897924,4.621e-05,-3.059e-05
0.236328,-1.76363819,3.311e-05,-3.401e-05
0.237305,-1.50668606,3.415e-05,-3.61e-05
0.238281,2.08051191,1.232e-05,-3.631e-05
0.239258,-1.20044889,7.4e-06,-3.751e-05
0.240234,-1.09105123,-1.088e-05,-2.936e-05
0.241211,1.89353525,-8.24e-06,-2.38e-05
0.242188,2.97475354,-1.519e-05,-1.423e-05
0.243164,-1.19223981,-4.227e-05,7.48e-06
0.244141,-0.3469388,-3.606e-05,1.541e-05
0.245117,0.34382042,-4.45e-05,2.709e-05
0.246094,1.67046844,-5.63e-05,4.374e-05
0.24707,-0.99619014,-7.739e-05,5.782e-05
0.248047,-0.21571543,-7.751e-05,6.463e-05
0.249023,0.7522272,-9.311e-05,6.953e-05
0.25,0.41842047,-9.895e-05,7.055e-05
0.250977,-0.38487962,-0.00010997,7.559e-05
0.251953,-0.02757409,-0.00011151,8.125e-05
0.25293,-1.4671823,-0.00010908,8.446e-05
0.253906,-0.21293183,-0.00011673,9.189e-05
0.254883,-0.27913512,-0.0001116,8.886e-05
0.255859,0.19993313,-0.00010187,8.407e-05
0.256836,-0.56930949,-0.00010425,8.631e-05
0.257812,0.50511986,-0.00010377,7.696e-05
0.258789,1.04917272,-8.621e-05,6.137e-05
0.259766,0.16478942,-7.394e-05,4.449e-05
0.260742,0.40674145,-6.69e-05,4.011e-05
0.261719,0.11700105,-6.23e-05,3.533e-05
0.262695,0.04116316,-7.235e-05,2.477e-05
0.263672,-0.74904159,-5.475e-05,4.83e-06
0.264648,0.34137379,-4.742e-05,3.92e-06
0.265625,-0.0721676,-3.669e-05,-2.67e-06
0.266602,2.052127,-2.044e-05,-3.59e-06
0.267578,1.49438317,-2.925e-05,-4.09e-06
0.268555,0.28406362,-2.63e-06,1.65e-06
0.269531,-0.75954219,-1.207e-05,2.9e-06
0.270508,-1.09741458,-1.08e-05,4.79e-06
0.271484,1.13167754,-3.4e-07,7.4e-07
0.272461,0.31538395,6.7e-07,4.01e-06
0.273438,0.48780278,-7.5e-07,-5.01e-06
0.274414,-1.67668363,-8.35e-06,-6.5e-07
0.275391,0.94608327,-4.4e-07,9.7e-07
0.276367,0.40076409,-6.89e-06,6.22e-06
0.277344,-1.08737069,-1.06e-06,3.47e-06
0.27832,-0.43780588,8.3e-06,1.232e-05
0.279297,0.23616164,1.023e-05,1.056e-05
0.280273,-0.02009708,2.826e-05,1.611e-05
0.28125,-0.28712444,2.62e-05,8.12e-06
0.282227,-0.15384922,3.557e-05,8.67e-06
0.283203,-0.19557605,3.881e-05,-2.77e-06
0.28418,0.13207401,5.688e-05,-1.8e-05
0.285156,1.55827122,5.409e-05,-2.654e-05
0.286133,-2.67354281,7.307e-05,-3.171e-05
0.287109,-0.23006756,7.995e-05,-5.298e-05
0.288086,0.24843724,7.879e-05,-6.553e-05
0.289062,0.25119526,8.972e-05,-6.643e-05
0.290039,-0.37992533,9.507e-05,-7.877e-05
0.291016,-1.77700191,0.00010839,-6.985e-05
0.291992,0.29358936,0.00010901,-7.365e-05
0.292969,1.73965925,0.00011098,-7.789e-05
0.293945,-1.59904501,0.00011577,-8.159e-05
0.294922,0.85824424,0.00010491,-7.691e-05
0.295898,-0.30256119,0.00011044,-7.809e-05
0.296875,-0.07214753,0.00010908,-8.44e-05
0.297852,-1.10322723,9.88e-05,-7.487e-05
0.298828,-0.28261884,9.449e-05,-7.994e-05
0.299805,1.33678999,7.693e-05,-7.092e-05
0.300781,0.53026432,6.731e-05,-6.545e-05
0.301758,1.66719412,5.465e-05,-4.366e-05
0.302734,1.12951253,5.083e-05,-2.745e-05
0.303711,0.46652398,5.686e-05,-9.82e-06
0.304688,1.75780093,3.858e-05,6.84e-06
0.305664,0.47874889,2.522e-05,1.833e-05
0.306641,0.8115768,1.39e-05,2.864e-05
0.307617,-0.34310214,1.85e-06,3.692e-05
0.308594,0.11278074,-1.85e-06,2.742e-05
0.30957,-0.72527249,9e-07,3.121e-05
0.310547,0.99897074,-1.042e-05,2.411e-05
0.311523,-1.25629343,-1.412e-05,2.208e-05
0.3125,0.75367837,-1.151e-05,1.808e-05
0.313477,-0.1398598,2.62e-06,1.52e-05
0.314453,1.13520527,5.71e-06,1.895e-05
0.31543,0.79185356,1.151e-05,1.847e-05
0.316406,1.70335287,2.251e-05,1.038e-05
0.317383,0.70262697,4.605e-05,2.61e-06
0.318359,-1.58066256,4.751e-05,-2.34e-06
0.319336,0.02072875,5.292e-05,-1.644e-05
0.320312,-1.23083262,3.624e-05,-3.432e-05
0.321289,-0.4845165,4.602e-05,-5.275e-05
0.322266,1.5644116,4.326e-05,-7.119e-05
0.323242,0.60122957,5.193e-05,-8.017e-05
0.324219,-0.71772557,5.779e-05,-7.747e-05
0.325195,-1.00659083,5.605e-05,-7.456e-05
0.326172,-0.04176393,5.013e-05,-6.184e-05
0.327148,-1.23946024,5.055e-05,-4.705e-05
0.328125,-0.6069283,5.366e-05,-3.747e-05
0.329102,0.33830865,4.625e-05,-2.873e-05
0.330078,1.14742455,3.205e-05,-2.87e-05
0.331055,0.6144511,1.954e-05,-2.272e-05
0.332031,-2.26205925,5.68e-06,-1.019e-05
0.333008,0.34323321,-8.02e-06,-1.229e-05
0.333984,0.04403568,-1.913e-05,-4.72e-06
0.334961,0.49111506,-3.131e-05,8.96e-06
0.335938,1.68244628,-4.388e-05,2.007e-05
0.336914,-2.02915972,-5.009e-05,4.638e-05
0.337891,-0.63351986,-5.576e-05,5.352e-05
0.338867,0.53957024,-6.466e-05,7.039e-05
0.339844,-1.5980286,-6.879e-05,7.592e-05
0.34082,1.47900665,-6.584e-05,8.006e-05
0.341797,0.27936885,-7.679e-05,7.497e-05
0.342773,0.87147618,-7.056e-05,7.028e-05
0.34375,-0.50616056,-7.654e-05,6.679e-05
0.344727,0.84277097,-7.101e-05,5.008e-05
0.345703,1.03445363,-6.904e-05,4.193e-05
0.34668,0.19290487,-6.202e-05,3.79e-05
0.347656,0.249489,-6.204e-05,4.067e-05
0.348633,0.26262923,-4.803e-05,3.196e-05
0.349609,-0.84105212,-3.692e-05,3.365e-05
0.350586,-0.117251,-4.225e-05,2.272e-05
0.351562,-0.0975803,-1.653e-05,1.991e-05
0.352539,0.32642717,-8.01e-06,7.41e-06
0.353516,1.01097577,-1.158e-05,-1.87e-06
0.354492,-1.07682558,-8.74e-06,-1.726e-05
0.355469,-0.12997219,-7.74e-06,-2.539e-05
0.356445,1.52495126,-1.123e-05,-2.045e-05
0.357422,-0.69462205,-7.35e-06,-1.998e-05
0.358398,-0.7518825,9.5e-07,-1.201e-05
0.359375,0.22372123,-9.12e-06,-2.178e-05
0.360352,0.83884932,-8.8e-06,-8.01e-06
0.361328,-0.0012984,-4.36e-06,-5.57e-06
0.362305,1.24167041,1.34e-06,2.67e-06
0.363281,0.92420737,-8.25e-06,1.05e-05
0.364258,0.82562264,-5.69e-06,1.921e-05
0.365234,0.57957246,-6.33e-06,1.9e-05
0.366211,2.36181915,-1.28e-05,2.324e-05
0.367188,-0.26782403,-2.047e-05,2.844e-05
0.368164,-2.04998365,-1.075e-05,2.968e-05
0.369141,1.682098,-1.55e-06,2.452e-05
0.370117,-0.44308517,4.42e-06,2.143e-05
0.371094,0.07866628,1.098e-05,1.619e-05
0.37207,1.3031931,2.03e-05,1.126e-05
0.373047,-1.54760179,2.426e-05,1.254e-05
0.374023,-1.20463396,3.431e-05,1.3e-07
0.375,-1.67504889,5.249e-05,-5.94e-06
0.375977,-0.71190167,5.936e-05,-2.468e-05
0.376953,0.48825167,7.57e-05,-3.728e-05
0.37793,0.51651553,8.263e-05,-5.669e-05
0.378906,0.21630856,9.796e-05,-6.8e-05
0.379883,-1.35972981,9.745e-05,-8.03e-05
0.380859,-2.28613034,0.00011428,-9.12e-05
0.381836,-0.01900057,0.0001251,-9.881e-05
0.382812,-0.48345384,0.00011722,-0.000114
0.383789,0.61668994,0.00012138,-0.00011505
0.384766,0.70278397,0.00011274,-0.00010451
0.385742,0.10090662,0.00012105,-0.00010191
0.386719,0.7093871,0.00011741,-9.755e-05
0.387695,0.31838064,0.00010048,-8.128e-05
0.388672,0.57272265,9.66e-05,-7.612e-05
0.389648,-0.63385311,8.242e-05,-6.38e-05
0.390625,-0.16712312,6.825e-05,-5.303e-05
0.391602,0.2598764,5.46e-05,-3.123e-05
0.392578,0.77784231,3.664e-05,-2.414e-05
0.393555,-0.38555985,1.762e-05,-8.78e-06
0.394531,0.53561134,9.02e-06,8.26e-06
0.395508,-0.19627621,-1.77e-06,1.665e-05
0.396484,-0.10149848,-2.24e-05,3.699e-05
0.397461,0.79804426,-2.852e-05,5.426e-05
0.398438,-1.98983627,-4.611e-05,6.36e-05
0.399414,-1.38082684,-3.946e-05,7.615e-05
0.400391,-1.59897294,-4.205e-05,6.478e-05
0.401367,-2.29178431,-5.608e-05,6.396e-05
0.402344,-0.69712097,-5.84e-05,5.288e-05
0.40332,0.73627979,-6.286e-05,3.952e-05
0.404297,-0.24307212,-6.307e-05,3.222e-05
0.405273,0.26808547,-5.664e-05,2.424e-05
0.40625,1.1161121,-5.818e-05,1.478e-05
0.407227,1.42470376,-4.963e-05,2.243e-05
0.408203,-0.0438434,-4.836e-05,2.287e-05
0.40918,1.3687928,-3.669e-05,2.141e-05
0.410156,0.10422265,-3.785e-05,1.621e-05
0.411133,-0.90208236,-4.394e-05,1.369e-05
0.412109,-0.54629599,-4.667e-05,-1.27e-06
0.413086,-1.60358856,-5.584e-05,-6e-07
0.414062,-0.91763319,-5.713e-05,-1.558e-05
0.415039,-0.35686287,-7.569e-05,-1.307e-05
0.416016,0.76384541,-7.766e-05,-3.59e-06
0.416992,1.69803817,-9.173e-05,7.09e-06
0.417969,-1.28962699,-8.703e-05,3.43e-05
0.418945,0.44838024,-9.068e-05,5.307e-05
0.419922,-1.07505372,-9.603e-05,7.624e-05
0.420898,0.45106923,-0.00010161,9.063e-05
0.421875,-0.19534351,-0.00011765,9.898e-05
0.422852,-1.79543163,-0.00012241,0.00011284
0.423828,0.91573034,-0.0001314,9.817e-05
0.424805,-0.70395025,-0.00015633,8.887e-05
0.425781,-0.52882896,-0.00015936,9.056e-05
0.426758,-1.04766368,-0.00016664,9.254e-05
0.427734,-0.60581952,-0.00014971,9.168e-05
0.428711,0.42419934,-0.00015862,0.0001002
0.429688,-0.20799658,-0.00015033,0.00010527
0.430664,0.42860776,-0.0001345,0.00010397
0.431641,0.36225326,-0.00012561,9.854e-05
0.432617,1.35686889,-0.00010174,9.364e-05
0.433594,-0.36993495,-9.818e-05,8.629e-05
0.43457,-1.44214263,-9.21e-05,6.184e-05
0.435547,0.99397743,-7.489e-05,4.162e-05
0.436523,-0.35473869,-6.64e-05,2.446e-05
0.4375,1.05379396,-6.853e-05,-4.6e-07
0.438477,0.3529358,-5.057e-05,-1.525e-05
0.439453,-0.06821582,-3.365e-05,-2.551e-05
0.44043,0.31796461,-2.104e-05,-2.122e-05
0.441406,1.98715409,-6.36e-06,-1.855e-05
0.442383,2.15332696,1.685e-05,-9.08e-06
0.443359,0.06799349,3.546e-05,4.5e-07
0.444336,0.21019541,3.04e-05,3.67e-06
0.445312,1.10296358,2.995e-05,-2.72e-06
0.446289,-0.83980211,3.909e-05,-9.15e-06
0.447266,0.37082509,4.192e-05,-2.5e-05
0.448242,0.06671998,4.083e-05,-3.05e-05
0.449219,0.28184183,4.663e-05,-4.608e-05
0.450195,-0.88163431,6.093e-05,-4.575e-05
0.451172,-1.64078737,4.582e-05,-3.752e-05
0.452148,-2.02294536,6.27e-05,-3.794e-05
0.453125,-1.06055609,8.537e-05,-3.509e-05
0.454102,-0.48569815,8.433e-05,-2.716e-05
0.455078,-0.40067247,0.0001024,-1.935e-05
0.456055,1.90327845,0.0001104,-3.665e-05
0.457031,1.13356054,0.00012214,-3.487e-05
0.458008,-0.96544852,0.00013284,-4.847e-05
0.458984,0.35678327,0.00012792,-6.271e-05
0.459961,-0.43341211,0.00011918,-8.033e-05
0.460938,-0.23333645,0.00012816,-9.149e-05
0.461914,0.20259453,0.00014822,-0.00010706
0.462891,0.64868105,0.00013146,-0.00010977
0.463867,-0.33125455,0.00014797,-0.00010822
0.464844,1.09023692,0.00013555,-0.0001079
0.46582,-1.11886361,0.00014703,-0.00010054
0.466797,-0.04036021,0.00016177,-9.045e-05
0.467773,2.61644568,0.0001553,-8.443e-05
0.46875,0.2629072,0.00014937,-8.554e-05
0.469727,1.49133943,0.00013982,-7.845e-05
0.470703,0.11245804,0.0001238,-7.928e-05
0.47168,0.53220719,0.0001284,-7.997e-05
0.472656,-0.09760742,0.00011116,-7.95e-05
0.473633,-0.19230356,9.27e-05,-7.521e-05
0.474609,-0.76994887,9.166e-05,-6.067e-05
0.475586,0.42415063,8.598e-05,-5.598e-05
0.476562,-0.90808164,7.446e-05,-3.619e-05
0.477539,0.60873948,7.002e-05,-2.541e-05
0.478516,0.97969265,6.417e-05,-1.57e-05
0.479492,0.20956427,5.48e-05,1.57e-06
0.480469,-0.29287979,5.352e-05,4.25e-06
0.481445,0.57071597,5.041e-05,1.237e-05
0.482422,-0.2182619,4.441e-05,6.11e-06
0.483398,0.88632404,3.477e-05,2.74e-06
0.484375,-1.82386318,1.918e-05,-2.55e-06
0.485352,-0.40930273,2.008e-05,-2.269e-05
0.486328,-2.05683531,1.42e-05,-2.362e-05
0.487305,-1.55531579,3.51e-06,-2.978e-05
0.488281,1.35251549,2.25e-06,-1.759e-05
0.489258,0.8860039,8.43e-06,-2.141e-05
0.490234,-0.70676466,1.269e-05,-1.553e-05
0.491211,-1.46913144,-7.46e-06,5.45e-06
0.492188,-2.98148016,7.77e-06,-1.75e-06
0.493164,-0.54167388,-4.68e-06,-7.84e-06
0.494141,2.36537607,-2.297e-05,-1.133e-05
0.495117,0.36723127,-3.86e-05,-8.41e-06
0.496094,-0.63499825,-4.872e-05,-7.64e-06
0.49707,0.49774935,-6.909e-05,-6.32e-06
0.498047,-1.57796135,-8.001e-05,5.14e-06
0.499023,-0.39147523,-0.00010142,2.043e-05
0.5,0.09630293,-0.00011621,4.225e-05
0.500977,-0.1489394,-0.00010505,5.846e-05
0.501953,0.87435381,-0.00013079,7.538e-05
0.50293,0.31551982,-0.00014221,9.604e-05
0.503906,0.70261834,-0.00015605,0.00011598
0.504883,-0.63357735,-0.00017311,0.00013168
0.505859,0.84976489,-0.00018277,0.00012812
0.506836,1.63276352,-0.0001916,0.00014006
0.507812,-0.94229987,-0.00020147,0.00013784
0.508789,-0.88188155,-0.00021066,0.00013338
0.509766,1.35395437,-0.00020643,0.00013159
0.510742,-0.25824887,-0.0002063,0.00014404
0.511719,1.43169963,-0.00019958,0.00014512
0.512695,-0.46699874,-0.00018808,0.00013894
0.513672,1.47262942,-0.00018141,0.00013828
0.514648,0.17777823,-0.0001673,0.00012799
0.515625,0.29188223,-0.00014295,0.00012754
0.516602,1.58226506,-0.00014223,0.00010942
0.517578,-0.32945958,-0.000132,8.553e-05
